"","HBW_names","Tree_names","HBW_species_common_name","HBW_family","HBW_family_common_name","Data_source","Literature_Museum","Outer_volume..cm3","Inner_volume..cm3","Outer_volume_full..cm3","External_diameter..cm","Thickness..cm","External_height..cm","Internal_diameter..cm","Internal_height..cm","Body_mass..g","Migration_status","Migration_coded","Clutch_size","Nestling_period..days","Nest_builder_identity","Loc_vegetation","Loc_ground","Loc_rock","Loc_cavity_obligatory","Mean_nest_height..m","Range_midpoint_latitude","N_S","Insularity","Insularity_2","Mean_temperature","Mean_rainfall"
"1039","Pyrrhula_pyrrhula","Pyrrhula_pyrrhula","Eurasian Bullfinch","Fringillidae","Finches","Tring","M","268.55","64.78","333.33","10.88","2.4700000000000002","5.19","5.95","3.5",24.26,"Full Migrant",1,5,"15","Mainly Female",1,0,0,0,"2.7",58.38,"N",0,0,2.89,41.82
"1040","Pyrrhula_pyrrhula","Pyrrhula_pyrrhula","Eurasian Bullfinch","Fringillidae","Finches","BWP","L","594.83000000000004","102.64","697.46","14.9","4.1500000000000004","6","6.6","4.5",24.26,"Full Migrant",1,5,"15","Mainly Female",1,0,0,0,"2.7",58.38,"N",0,0,2.89,41.82
"1041","Quiscalus_lugubris","Quiscalus_lugubris","Carib Grackle","Icteridae","New World blackbirds","HBW","L","NA","NA","1513.2","17","NA","10","NA","NA",63.03,"Not a Migrant",0,3,"14","Female",1,0,0,0,"15",7.27,"N",0,0,25.52,159.76
"1042","Quiscalus_major","Quiscalus_major","Boat-tailed Grackle","Icteridae","New World blackbirds","BNA","M","3540.47","462.64","4003.11","19.7","4.95","19.7","9.8000000000000007","9.1999999999999993",151.21,"Not a Migrant",0,2.7,"13","Female",1,0,0,0,"0.75",27.94,"N",0,0,20.57,106.81
"1043","Quiscalus_major","Quiscalus_major","Boat-tailed Grackle","Icteridae","New World blackbirds","BNA","M","2651.66","429.35","3081.01","19","4.5","16.3","10","8.1999999999999993",151.21,"Not a Migrant",0,2.7,"13","Female",1,0,0,0,"0.75",27.94,"N",0,0,20.57,106.81
"1044","Quiscalus_mexicanus","Quiscalus_mexicanus","Great-tailed Grackle","Icteridae","New World blackbirds","BNA","L","NA","677.03","NA","19.28","3.92","NA","11.44","9.8800000000000008",160.47,"Not a Migrant",0,3.6,"21.5","Female",1,0,0,0,"10.25",30.82,"N",0,0,18.54,58.94
"1045","Quiscalus_mexicanus","Quiscalus_mexicanus","Great-tailed Grackle","Icteridae","New World blackbirds","BNA","L","NA","NA","NA","NA","NA","21.5","NA","7.5",160.47,"Not a Migrant",0,3.6,"21.5","Female",1,0,0,0,"10.25",30.82,"N",0,0,18.54,58.94
"1046","Quiscalus_mexicanus","Quiscalus_mexicanus","Great-tailed Grackle","Icteridae","New World blackbirds","BNA","L","NA","491.65","NA","NA","NA","NA","11.5","7.1",160.47,"Not a Migrant",0,3.6,"21.5","Female",1,0,0,0,"10.25",30.82,"N",0,0,18.54,58.94
"1047","Quiscalus_quiscula","Quiscalus_quiscula","Common Grackle","Icteridae","New World blackbirds","BNA","L","2456.58","453.81","2910.39","19.25","4.25","15","10.75","7.5",105.18,"Full Migrant",1,4.5,"13","Mainly Female",1,1,1,0,"11",46.61,"N",0,0,9.23,69.81
"1048","Quoyornis_georgianus","Eopsaltria_georgiana","White-breasted Robin","Petroicidae","Australasian robins","HBW","L","221.74","32.72","254.47","9","2","6","5","2.5",19.07,"Not a Migrant",0,2,"13","Excl_Group Care",1,0,0,0,"5.25",-33.96,"S",0,0,15.65,53.56
"1049","Ramphocaenus_melanurus","Ramphocaenus_melanurus","Long-billed Gnatwren","Polioptilidae","Gnatcatchers","Tring","M","222.58","44.9","267.48","9.1199999999999992","2.5099999999999998","6.14","4.09","5.12",9.7,"Not a Migrant",0,2,"12","NA",1,0,0,0,"NA",-3.37,"S",0,0,25.52,178
"1050","Ramphocaenus_melanurus","Ramphocaenus_melanurus","Long-billed Gnatwren","Polioptilidae","Gnatcatchers","HBW","L","454.89","68.709999999999994","523.6","10","2.2999999999999998","10","5.4","4.5",9.7,"Not a Migrant",0,2,"12","NA",1,0,0,0,"NA",-3.37,"S",0,0,25.52,178
"1051","Ramphocaenus_melanurus","Ramphocaenus_melanurus","Long-billed Gnatwren","Polioptilidae","Gnatcatchers","HBW","L","102.49","51.75","154.24","7.6","1.25","5.0999999999999996","5.0999999999999996","3.8",9.7,"Not a Migrant",0,2,"12","NA",1,0,0,0,"NA",-3.37,"S",0,0,25.52,178
"1052","Ramphocaenus_melanurus","Ramphocaenus_melanurus","Long-billed Gnatwren","Polioptilidae","Gnatcatchers","HBW","L","NA","47.71","NA","NA","NA","10.199999999999999","4.5","4.5",9.7,"Not a Migrant",0,2,"12","NA",1,0,0,0,"NA",-3.37,"S",0,0,25.52,178
"1053","Ramphocaenus_melanurus","Ramphocaenus_melanurus","Long-billed Gnatwren","Polioptilidae","Gnatcatchers","HBW","L","451.09","229.85","680.94","10.199999999999999","1.3","12.5","7.6","7.6",9.7,"Not a Migrant",0,2,"12","NA",1,0,0,0,"NA",-3.37,"S",0,0,25.52,178
"1054","Ramphocelus_carbo","Ramphocelus_carbo","Silver-beaked Tanager","Thraupidae","Tanagers","Tring","M","440.87","78.42","519.29","11.77","2.99","7.16","5.78","4.4800000000000004",25.92,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"2",-7.19,"S",0,0,25.1,162.39
"1055","Ramphocelus_icteronotus","Ramphocelus_icteronotus","Lemon-rumped Tanager","Thraupidae","Tanagers","Tring","M","371.53","115.83","487.36","12.2","2.68","6.25","6.85","4.72",33,"Not a Migrant",0,2,"13","NA",1,0,0,0,"3.5",6.97,"N",0,0,24.61,223.3
"1056","Ramphocelus_nigrogularis","Ramphocelus_nigrogularis","Masked Crimson Tanager","Thraupidae","Tanagers","HBW","L","228.68","110.61","339.29","9","1.25","8","6.5","5",31,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"0.2",-5.71,"S",0,0,25.78,199.37
"1057","Ramphocelus_passerinii","Ramphocelus_passerinii","Scarlet-rumped Tanager","Thraupidae","Tanagers","HBW","L","NA","NA","NA","12","NA","NA","NA","4.5",32,"Not a Migrant",0,2,"11.5","Female",1,0,0,0,"5",13.71,"N",0,0,25.11,203.76
"1058","Ramphocoris_clotbey","Rhamphocoris_clotbey","Thick-billed Lark","Alaudidae","Larks","Tring","M","315.18","91.94","407.11","12.86","2.91","4.6900000000000004","7.04","3.52",49.06,"Nomadic",0,4,"NA","NA",0,1,0,0,"0",31.13,"N",0,0,21.12,8.06
"1059","Regulus_calendula","Regulus_calendula","Ruby-crowned Kinglet","Regulidae","Kinglets and firecrests","BNA","L","242.95","33.51","276.45999999999998","8","2","8.25","4","4",6.19,"Full Migrant",1,8.5,"16","Female",1,0,0,0,"15",56.42,"N",0,0,1.94,46.19
"1060","Regulus_calendula","Regulus_calendula","Ruby-crowned Kinglet","Regulidae","Kinglets and firecrests","BNA","L","NA","NA","706.86","10","NA","13.5","NA","NA",6.19,"Full Migrant",1,8.5,"16","Female",1,0,0,0,"15",56.42,"N",0,0,1.94,46.19
"1061","Regulus_ignicapilla","Regulus_ignicapilla","Common Firecrest","Regulidae","Kinglets and firecrests","BWP","L","193.47","33.51","226.98","8.5","2.25","6","4","4",5.6,"Full Migrant",1,9.5,"21","Female",1,0,0,0,"13.5",48.66,"N",0,0,10.6,63.9
"1062","Regulus_ignicapilla","Regulus_ignicapilla","Common Firecrest","Regulidae","Kinglets and firecrests","Tring","M","177.89","28.11","206","7.23","1.83","7.54","3.56","4.2300000000000004",5.6,"Full Migrant",1,9.5,"21","Female",1,0,0,0,"13.5",48.66,"N",0,0,10.6,63.9
"1063","Regulus_regulus","Regulus_regulus","Goldcrest","Regulidae","Kinglets and firecrests","BWP","L","291.97000000000003","42.53","334.5","9.0500000000000007","2.15","7.8","4.75","3.6",5.54,"Full Migrant",1,9.5,"19.5","Both",1,0,0,0,"9",57.35,"N",0,0,6.36,51.92
"1064","Regulus_regulus","Regulus_regulus","Goldcrest","Regulidae","Kinglets and firecrests","Tring","M","302.26","38.71","340.97","9.5299999999999994","2.77","7.2","3.99","4.63",5.54,"Full Migrant",1,9.5,"19.5","Both",1,0,0,0,"9",57.35,"N",0,0,6.36,51.92
"1065","Regulus_satrapa","Regulus_satrapa","Golden-crowned Kinglet","Regulidae","Kinglets and firecrests","BNA","L","191.58","35.21","226.78","7.5","1.7","7.7","4.0999999999999996","4",6.19,"Full Migrant",1,8.5,"17.5","Both",1,0,0,0,"14",51.56,"N",0,0,4.74,57.97
"1066","Rhipidura_albicollis","Rhipidura_albicollis","White-throated Fantail","Rhipiduridae","Fantails","Tring","M","91.98","30.6","122.58","5.84","0.71","6.88","4.43","2.96",12.9,"Altitudinal Migrant",1,3,"14","Both",1,0,0,0,"2.1",22.43,"N",0,0,19.59,135.81
"1067","Rhipidura_atra","Rhipidura_atra","Black Fantail","Rhipiduridae","Fantails","Tring","M","58.05","9.98","68.03","4.7300000000000004","0.74","5.81","3.25","1.81",12.2,"Not a Migrant",0,1,"NA","NA",1,0,0,0,"NA",-6.58,"S",1,0,19.67,254.92
"1068","Rhipidura_aureola","Rhipidura_aureola","White-browed Fantail","Rhipiduridae","Fantails","HBW","L","NA","32.86","NA","NA","NA","2.99","5.3","2.23",11.2,"Not a Migrant",0,3,"13.5","Both",1,0,0,0,"6.75",23.1,"N",0,0,25.27,102.29
"1069","Rhipidura_fuliginosa","Rhipidura_fuliginosa","New Zealand Fantail","Rhipiduridae","Fantails","HBW","L","NA","NA","NA","8.9","NA","NA","NA","NA",7.53,"Full Migrant",1,2.7,"12.5","Both",1,0,0,0,"9.65",-42.16,"S",1,0,10.87,150.77
"1070","Rhipidura_fuliginosa","Rhipidura_fuliginosa","New Zealand Fantail","Rhipiduridae","Fantails","Tring","M","95.05","27.39","122.45","6.12","0.99","5.41","4.1500000000000004","2.93",7.53,"Full Migrant",1,2.7,"12.5","Both",1,0,0,0,"9.65",-42.16,"S",1,0,10.87,150.77
"1071","Rhipidura_javanica","Rhipidura_javanica","Sunda Pied Fantail","Rhipiduridae","Fantails","HBW","L","47.39","31.81","79.19","5.5","0.5","5","4.5","3",12.5,"Not a Migrant",0,2,"14.5","NA",1,0,0,0,"2.9",14.26,"N",0,0,26.38,200.9
"1072","Rhipidura_leucophrys","Rhipidura_leucophrys","Willie Wagtail","Rhipiduridae","Fantails","HBW","L","91.13","59.54","150.66999999999999","7.3","0.8","5.4","5.7","3.5",27.44,"Not a Migrant",0,3.1,"14","Both",1,0,0,0,"13",-26.08,"S",0,0,23.77,51.21
"1073","Rhipidura_phasiana","Rhipidura_phasiana","Mangrove Fantail","Rhipiduridae","Fantails","HBW","L","35.26","19.91","55.17","4.95","0.53","4.3","3.9","2.5",6.9,"Not a Migrant",0,2,"NA","Both",1,0,0,0,"2",-16.4,"S",0,0,26.86,82.8
"1074","Rhipidura_rufifrons","Rhipidura_rufifrons","Rufous Fantail","Rhipiduridae","Fantails","HBW","L","62.96","29.72","92.68","5.95","0.8","5","4.3499999999999996","3",10.08,"Full Migrant",1,2.5,"11","Both",1,0,0,0,"10",-32.11,"S",0,0,19.38,83.91
"1075","Rhipidura_rufiventris","Rhipidura_rufiventris","Timor Fantail","Rhipiduridae","Fantails","HBW","L","90.4","23.78","114.18","4.95","0.3","8.9","4.3499999999999996","2.4",12,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"11.75",-9.3,"S",1,0,24.67,121.82
"1076","Rhipidura_verreauxi","Rhipidura_verreauxi","New Caledonia Streaked Fantail","Rhipiduridae","Fantails","Tring","M","127.71","28.27","155.99","6.28","0.92","7.13","4.43","2.69",12.9,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"2.5",-21.75,"S",1,1,22.07,144.25
"1077","Rhipidura_verreauxi","Rhipidura_verreauxi","New Caledonia Streaked Fantail","Rhipiduridae","Fantails","HBW","L","NA","57.91","NA","7.3","1.25","NA","4.8","4.8",12.9,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"2.5",-21.75,"S",1,1,22.07,144.25
"1078","Rhipidura_verreauxi","Rhipidura_verreauxi","New Caledonia Streaked Fantail","Rhipiduridae","Fantails","HBW","L","NA","11.49","NA","5.8","1.5","NA","2.8","2.8",12.9,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"2.5",-21.75,"S",1,1,22.07,144.25
"1079","Rhodopechys_sanguineus","Rhodopechys_sanguineus","Eurasian Crimson-winged Finch","Fringillidae","Finches","BWP","L","NA","178.7","NA","13.85","2.95","NA","7.95","5.4",38.14,"Full Migrant",1,4.5,"14","Mainly Female",1,1,1,0,"0.65",39.61,"N",0,0,10.02,45.71
"1080","Rhodospiza_obsoleta","Rhodopechys_obsoletus","Desert Finch","Fringillidae","Finches","BWP","L","329.61","23.76","353.38","9.5500000000000007","1.7","7.4","6.15","1.2",25.5,"Not a Migrant",0,5,"13.5","Mainly Female",1,0,0,0,"13",41.32,"N",0,0,13.44,19.9
"1081","Rhodospiza_obsoleta","Rhodopechys_obsoletus","Desert Finch","Fringillidae","Finches","BWP","L","NA","NA","NA","NA","NA","NA","NA","4.5",25.5,"Not a Migrant",0,5,"13.5","Mainly Female",1,0,0,0,"13",41.32,"N",0,0,13.44,19.9
"1082","Rhodospiza_obsoleta","Rhodopechys_obsoletus","Desert Finch","Fringillidae","Finches","Tring","M","264.74","29.16","293.89999999999998","10.77","3.26","4.84","4.25","3.08",25.5,"Not a Migrant",0,5,"13.5","Mainly Female",1,0,0,0,"13",41.32,"N",0,0,13.44,19.9
"1083","Rhopias_gularis","Myrmotherula_gularis","Star-throated Antwren","Thamnophilidae","Typical antbirds","HBW","L","NA","NA","179.59","7","NA","7","NA","NA",11.3,"Not a Migrant",0,2,"11","NA",1,0,0,0,"0.8",-23.64,"S",0,0,20.13,141.71
"1084","Rhopornis_ardesiacus","Rhopornis_ardesiacus","Slender Antbird","Thamnophilidae","Typical antbirds","HBW","L","NA","NA","114.51","9","NA","2.7","NA","NA",26.3,"Not a Migrant",0,2,"NA","NA",0,1,0,0,"0",-13.85,"S",0,0,21.09,67.66
"1085","Rhynchophanes_mccownii","Calcarius_mccownii","McCown's Longspur","Calcariidae","Longspurs","BNA","L","NA","109.38","NA","8.6","1.1000000000000001","NA","6.4","5.0999999999999996",25.68,"Full Migrant",1,3.25,"10","Female",0,1,0,0,"0",47.5,"N",0,0,7.77,43.18
"1086","Ridgwayia_pinicola","Zoothera_pinicola","Aztec Thrush","Turdidae","Thrushes","NBO","L","NA","NA","NA","15.5","NA","NA","NA","NA",88,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"12.5",22.85,"N",0,0,18.3,80.91
"1087","Rukia_ruki","Rukia_ruki","Teardrop White-eye","Zosteropidae","White-eyes and yuhinas","HBW","L","NA","NA","206.17","7.5","NA","7","NA","NA",21,"Not a Migrant",0,1,"NA","NA",1,0,0,0,"20",7.25,"N",1,1,27.69,284.65
"1088","Rupicola_peruvianus","Rupicola_peruvianus","Andean Cock-of-the-rock","Cotingidae","Cotingas","Tring","M","NA","196.79","NA","NA","NA","7.42","9.14","4.5",242.5,"Not a Migrant",0,2,"45","Female",0,0,1,0,"7.5",5.07,"N",0,0,17.84,153.97
"1089","Sakesphorus_canadensis","Sakesphorus_canadensis","Black-crested Antshrike","Thamnophilidae","Typical antbirds","HBW","L","NA","NA","191.44","7.5","NA","6.5","NA","NA",24.4,"Not a Migrant",0,2,"NA","Both",1,0,0,0,"5.5",5.37,"N",0,0,26.1,176.84
"1090","Sakesphorus_canadensis","Sakesphorus_canadensis","Black-crested Antshrike","Thamnophilidae","Typical antbirds","Tring","M","134.72999999999999","50.22","184.96","8","1.34","5.51","5.33","3.38",24.4,"Not a Migrant",0,2,"NA","Both",1,0,0,0,"5.5",5.37,"N",0,0,26.1,176.84
"1091","Saltator_albicollis","Saltator_albicollis","Lesser Antillean Saltator","Thraupidae","Tanagers","HBW","L","NA","212.06","NA","18.5","4.75","NA","9","5",41.33,"Not a Migrant",0,2.5,"NA","NA",1,0,0,0,"3.5",16.25,"N",1,1,25.41,126.94
"1092","Saltator_atricollis","Saltator_atricollis","Black-throated Saltator","Thraupidae","Tanagers","HBW","L","NA","NA","NA","16.25","3.68","NA","8.9","NA",53.8,"Not a Migrant",0,2,"NA","NA",1,1,0,0,"0.45",-14.67,"S",0,0,23.67,107.46
"1093","Saltator_aurantiirostris","Saltator_aurantiirostris","Golden-billed Saltator","Thraupidae","Tanagers","HBW","L","NA","NA","777.22","12.5","2.25","9.5","8","NA",41.89,"Not a Migrant",0,2.5,"17.5","NA",1,0,0,0,"NA",-28,"S",0,0,19.61,69.83
"1094","Saltator_coerulescens","Saltator_coerulescens","Amazonian Grey Saltator","Thraupidae","Tanagers","HBW","L","NA","151.32","NA","13.5","2.5","NA","8.5","4",54.9,"Not a Migrant",0,2,"18.5","NA",1,0,0,0,"2.85",-12.71,"S",0,0,24.45,145.43
"1095","Saltator_orenocensis","Saltator_orenocensis","Orinocan Saltator","Thraupidae","Tanagers","Tring","M","640.26","128.33000000000001","768.59","13.75","3.45","7.76","6.84","5.24",33.7,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"3.5",8.75,"N",0,0,26.65,113.42
"1096","Saltator_similis","Saltator_similis","Green-winged Saltator","Thraupidae","Tanagers","HBW","L","NA","NA","NA","8","1.8","NA","4.4000000000000004","NA",43.3,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"2",-21,"S",0,0,22.09,114.37
"1097","Saltator_striatipectus","Saltator_striatipectus","Streaked Saltator","Thraupidae","Tanagers","HBW","L","NA","NA","NA","12.5","3","NA","6.5","NA",39,"Not a Migrant",0,2,"13","NA",1,0,0,0,"3.5",7.77,"N",0,0,22.4,120.91
"1098","Satrapa_icterophrys","Satrapa_icterophrys","Yellow-browed Tyrant","Tyrannidae","Tyrant-flycatchers","HBW","L","550.29999999999995","128.28","678.58","12","2.5","9","7","5",21.5,"Full Migrant",1,3,"17.5","NA",1,0,0,0,"1.5",-20.72,"S",0,0,22.4,107.19
"1099","Saxicola_dacotiae","Saxicola_dacotiae","Fuerteventura Stonechat","Muscicapidae","Old World flycatchers and chats","BWP","L","NA","NA","NA","NA","NA","NA","5","NA",12.2,"Not a Migrant",0,4,"17","Female",0,1,0,0,"0.25",28.5,"N",1,1,19.48,5.8
"1100","Saxicola_dacotiae","Saxicola_dacotiae","Fuerteventura Stonechat","Muscicapidae","Old World flycatchers and chats","Tring","M","319.64","80.39","400.03","11.19","2.72","6.11","5.74","4.6500000000000004",12.2,"Not a Migrant",0,4,"17","Female",0,1,0,0,"0.25",28.5,"N",1,1,19.48,5.8
"1101","Saxicola_ferreus","Saxicola_ferreus","Grey Bushchat","Muscicapidae","Old World flycatchers and chats","Tring","M","188.94","61.8","250.75","9.77","2.0099999999999998","4.99","5.76","3.55",14.7,"Not a Migrant",0,5,"NA","NA",0,1,0,0,"0",27.82,"N",0,0,16.93,135.52
"1102","Saxicola_rubetra","Saxicola_rubetra","Whinchat","Muscicapidae","Old World flycatchers and chats","Tring","M","320.05","50.57","370.62","11.64","3.14","5.23","5.35","3.38",16.6,"Full Migrant",1,5.5,"12.5","Female",1,1,0,0,"0.19",58.17,"N",0,0,6.49,48.28
"1103","Saxicola_torquatus","Saxicola_torquatus","Common Stonechat","Muscicapidae","Old World flycatchers and chats","BWP","L","NA","NA","167.55","8","NA","5","NA","NA",14.09,"Full Migrant",1,5,"14.5","Female",1,1,0,0,"0.61",57.14,"N",0,0,6.27,45.78
"1104","Saxicola_torquatus","Saxicola_torquatus","Common Stonechat","Muscicapidae","Old World flycatchers and chats","Tring","M","238.88","61.22","300.10000000000002","10.83","2.31","4.76","6.22","2.98",14.09,"Full Migrant",1,5,"14.5","Female",1,1,0,0,"0.61",57.14,"N",0,0,6.27,45.78
"1105","Sayornis_nigricans","Sayornis_nigricans","Black Phoebe","Tyrannidae","Tyrant-flycatchers","BNA","L","612.1","68.58","680.68","10","1.75","13","6.5","3.1",18.63,"Full Migrant",1,4.5,"17.5","Female",1,0,1,0,"2",25.05,"N",0,0,19.23,74.05
"1106","Sayornis_phoebe","Sayornis_phoebe","Eastern Phoebe","Tyrannidae","Tyrant-flycatchers","BNA","L","459.6","94.37","553.97","11.5","2.5499999999999998","8","6.4","4.4000000000000004",19.7,"Full Migrant",1,5,"16.5","Female",0,0,1,0,"3",49.89,"N",0,0,8.17,67.61
"1107","Sayornis_phoebe","Sayornis_phoebe","Eastern Phoebe","Tyrannidae","Tyrant-flycatchers","Tring","M","319.63","61.25","380.88","11.25","0.82","5.45","5.85","3.48",19.7,"Full Migrant",1,5,"16.5","Female",0,0,1,0,"3",49.89,"N",0,0,8.17,67.61
"1108","Serinus_canaria","Serinus_canaria","Island Canary","Fringillidae","Finches","BWP","L","204.5","58.83","263.33","8.6","1.65","6.8","5.3","4",24.3,"Not a Migrant",0,3.5,"16","Female",1,0,0,0,"3.45",28.75,"N",1,1,15.98,43.36
"1109","Serinus_canaria","Serinus_canaria","Island Canary","Fringillidae","Finches","BWP","L","250.46","42.75","293.22000000000003","10","2.2999999999999998","5.6","5.4","2.8",24.3,"Not a Migrant",0,3.5,"16","Female",1,0,0,0,"3.45",28.75,"N",1,1,15.98,43.36
"1110","Serinus_canaria","Serinus_canaria","Island Canary","Fringillidae","Finches","Tring","M","209.53","45.56","255.09","9.6199999999999992","2.23","5.3","5.16","3.32",24.3,"Not a Migrant",0,3.5,"16","Female",1,0,0,0,"3.45",28.75,"N",1,1,15.98,43.36
"1111","Serinus_pusillus","Serinus_pusillus","Red-fronted Serin","Fringillidae","Finches","Tring","M","162.82","33.24","196.07","9.14","2.1","4.4800000000000004","4.95","2.59",11.54,"Altitudinal Migrant",1,4,"15","Mainly Female",1,1,1,0,"4.5",38.09,"N",0,0,6.43,43.44
"1112","Serinus_pusillus","Serinus_pusillus","Red-fronted Serin","Fringillidae","Finches","BWP","L","204.54","39.9","244.44","9.0500000000000007","2.1800000000000002","5.7","4.7","3.45",11.54,"Altitudinal Migrant",1,4,"15","Mainly Female",1,1,1,0,"4.5",38.09,"N",0,0,6.43,43.44
"1113","Serinus_serinus","Serinus_serinus","European Serin","Fringillidae","Finches","Tring","M","133.01","39.979999999999997","172.98","8.66","1.86","4.29","4.9400000000000004","3.14",11.2,"Full Migrant",1,3.5,"16.5","Mainly Female",1,0,0,0,"8",46.28,"N",0,0,11.73,56.05
"1114","Serinus_serinus","Serinus_serinus","European Serin","Fringillidae","Finches","BWP","L","152.21","60.59","212.8","9.25","1.75","4.75","5.75","3.5",11.2,"Full Migrant",1,3.5,"16.5","Mainly Female",1,0,0,0,"8",46.28,"N",0,0,11.73,56.05
"1115","Serpophaga_hypoleuca","Serpophaga_hypoleuca","River Tyrannulet","Tyrannidae","Tyrant-flycatchers","HBW","L","NA","NA","37.11","4.5","0.65","3.5","3.2","NA",6.07,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"0.5",-5.01,"S",0,0,26.3,185.77
"1116","Serpophaga_nigricans","Serpophaga_nigricans","Sooty Tyrannulet","Tyrannidae","Tyrant-flycatchers","HBW","L","NA","NA","83.78","4","NA","10","NA","NA",8.5,"Full Migrant",1,3,"NA","Both",1,0,0,0,"NA",-27.79,"S",0,0,20.71,113.48
"1117","Serpophaga_subcristata","Serpophaga_subcristata","White-crested Tyrannulet","Tyrannidae","Tyrant-flycatchers","HBW","L","NA","NA","103.67","6","1.25","5.5","3.5","NA",6.6,"Full Migrant",1,2,"NA","Both",1,0,0,0,"3.5",-25.43,"S",0,0,21.5,98.97
"1118","Serpophaga_subcristata","Serpophaga_subcristata","White-crested Tyrannulet","Tyrannidae","Tyrant-flycatchers","Tring","M","69.709999999999994","13.26","82.97","7.01","1.95","3.23","3.1","2.63",6.6,"Full Migrant",1,2,"NA","Both",1,0,0,0,"3.5",-25.43,"S",0,0,21.5,98.97
"1119","Setophaga_adelaidae","Dendroica_adelaidae","Adelaide's Warbler","Parulidae","New World warblers","NBO","L","63.4","33.369999999999997","96.76","5.85","0.85","5.4","4.1500000000000004","3.7",6.94,"Not a Migrant",0,2.5,"10","NA",1,0,0,0,"1.75",18.25,"N",1,1,24.45,148.34
"1120","Setophaga_caerulescens","Dendroica_caerulescens","Black-throated Blue Warbler","Parulidae","New World warblers","BNA","L","221.11","38.39","259.5","8.8000000000000007","2.0299999999999998","6.4","4.75","3.25",10.14,"Full Migrant",1,4,"9","Female",1,0,0,0,"0.97",44.86,"N",0,0,7.02,84.76
"1121","Setophaga_caerulescens","Dendroica_caerulescens","Black-throated Blue Warbler","Parulidae","New World warblers","BNA","L","184.3","59.54","243.84","8.4","1.35","6.6","5.7","3.5",10.14,"Full Migrant",1,4,"9","Female",1,0,0,0,"0.97",44.86,"N",0,0,7.02,84.76
"1122","Setophaga_castanea","Dendroica_castanea","Bay-breasted Warbler","Parulidae","New World warblers","BNA","L","300.62","50.54","351.17","10.8","2.68","5.75","5.45","3.25",11.8,"Full Migrant",1,4.5,"11","Female",1,0,0,0,"4.5",53.5,"N",0,0,2.97,54.49
"1123","Setophaga_cerulea","Dendroica_cerulea","Cerulean Warbler","Parulidae","New World warblers","BNA","L","76.959999999999994","37.71","114.67","6.9","1","4.5999999999999996","4.9000000000000004","3",9.04,"Full Migrant",1,4,"10.5","Mainly Female",1,0,0,0,"12",40.84,"N",0,0,12.36,95.5
"1124","Setophaga_cerulea","Dendroica_cerulea","Cerulean Warbler","Parulidae","New World warblers","BNA","L","33.729999999999997","39.270000000000003","73","6.5","0.75","3.3","5","3",9.04,"Full Migrant",1,4,"10.5","Mainly Female",1,0,0,0,"12",40.84,"N",0,0,12.36,95.5
"1125","Setophaga_chrysoparia","Dendroica_chrysoparia","Golden-cheeked Warbler","Parulidae","New World warblers","BNA","L","121.04","46.51","167.55","8","1.55","5","4.9000000000000004","3.7",9.9,"Full Migrant",1,4,"10.5","Mainly Female",1,0,0,0,"4.5",30.07,"N",0,0,20.55,75.93
"1126","Setophaga_citrina","Wilsonia_citrina","Hooded Warbler","Parulidae","New World warblers","BNA","L","NA","62.21","NA","7.35","0.95","NA","5.45","4",10.54,"Full Migrant",1,3.5,"8.5","Female",1,0,0,0,"0.85",36.16,"N",0,0,16.18,109.51
"1127","Setophaga_coronata","Dendroica_coronata","Myrtle Warbler","Parulidae","New World warblers","BNA","L","153.38999999999999","49.74","203.13","8.25","1.63","5.7","5","3.8",11.94,"Full Migrant",1,4,"12","Mainly Female",1,1,0,0,"4",58.4,"N",0,0,0.85,44.55
"1128","Setophaga_discolor","Dendroica_discolor","Prairie Warbler","Parulidae","New World warblers","BNA","L","77.55","35.36","112.91","6.01","0.9","5.97","4.21","3.81",7.64,"Full Migrant",1,4,"9.5","Female",1,0,0,0,"1.2",36.62,"N",0,0,16.44,109.76
"1129","Setophaga_dominica","Dendroica_dominica","Yellow-throated Warbler","Parulidae","New World warblers","BNA","L","75.48","39.03","114.51","6.75","1.18","4.8","4.4000000000000004","3.85",9.69,"Full Migrant",1,4,"10","Mainly Female",1,0,0,0,"21.5",35.54,"N",0,0,17.17,111.32
"1130","Setophaga_fusca","Dendroica_fusca","Blackburnian Warbler","Parulidae","New World warblers","BNA","M","129.63","32.69","162.32","8.3000000000000007","1.6","4.5","5.0999999999999996","2.4",9.74,"Full Migrant",1,4,"NA","Mainly Female",1,0,0,0,"14.35",47.42,"N",0,0,5.94,74
"1131","Setophaga_fusca","Dendroica_fusca","Blackburnian Warbler","Parulidae","New World warblers","BNA","L","80.459999999999994","34.47","114.92","7.6","1.6","3.8","4.4000000000000004","3.4",9.74,"Full Migrant",1,4,"NA","Mainly Female",1,0,0,0,"14.35",47.42,"N",0,0,5.94,74
